text,Ravi,Niranjana,Priya,
"Pahlaj Nihalani objects to trailer of Dhoni’s biopic, says ‘Dhoni’s hair too long in the trailer, need to be cut’ http://www. fakingnews.firstpost.com/entertainment/ pahlaj-nihalani-objects-trailer-dhonis-biopic-says-dhonis-hair-long-trailer-need-cut-16944 …",,,no,
"शर्मा जी की नयी कार आयेगी अगले हफ़्ते, पड़ोसी अभी से बुराई करने में जुटे http:// hindi.fakingnews.firstpost.com/society/sharma ji-buying-new-car-next-week-neighbors-begins-damning-1250 … from @hindifakingnews",,,no,
Friday Faking Release: Aakhir Kyon? (*ing Shah Rukh Khan ) http://www. fakingnews.firstpost.com/india/friday-f aking-release-aakhir-kyon-ing-shah-rukh-khan-16932 …,,,no,
"अमेरिका ने सफ़ाई दी- ""हमने 'फ़ैन' या 'दिलवाले' की वजह से नहीं पकड़ा शाहरुख़ को"" http:// hindi.fakingnews.firstpost.com/entertainment/ us-clarifies-shahrukh-was-not-detained-for-fan-or-dilwale-1241 … from @hindifakingnews",,,no,
Man already tired of pretending to care for Olympics http://www. fakingnews.firstpost.com/sports/man-alr eady-tired-pretending-care-olympics-16928 …,,,no,
Narendra Modi requests Sushma Swaraj to airlift Sports Minister Vijay Goel out of Rio http://www. fakingnews.firstpost.com/politics/vijay -goel-rio-olympics-selfie-16924 …,,,no,
Kejriwal secretly wrote new constitution for Delhi during his vipassana: Sources http://www. fakingnews.firstpost.com/politics/kejri wal-vipassana-delhi-najeeb-jung-16921 … by @Pushkar327,,,no,
"E-commerce website announces 200% sale, will pay you to buy from their website http://www. fakingnews.firstpost.com/business/e-com merce-website-announces-200-sale-will-pay-buy-website-16918 … #Re",,,no,
Government sets up SIT to probe Rohit Sharma’s test selection http://www. fakingnews.firstpost.com/sports/india-w est-indies-test-match-rohit-sharma-16915 … #Re,,,no,
अब अटेंडेन्स में 'Proxy' लगाने के लिये IIN के छात्र ने बनाया ऐप http:// hindi.fakingnews.firstpost.com/india/iin-atte ndance-app-google-play-store-for-proxy-1237 … from @hindifakingnews,,,no,
"युवक के पास गलती से आया 500 रु. का मनीआर्डर, पार्टी देकर खर्च कर दिए 1500 रुपये http:// hindi.fakingnews.firstpost.com/society/youth- got-500-rupees-money-order-spent-1500-on-party-1231 … from @hindifakingnews",,,no,
Kejriwal secretly wrote new constitution for Delhi during his vipassana: Sources http://www. fakingnews.firstpost.com/politics/kejri wal-vipassana-delhi-najeeb-jung-16921 … by @Pushkar327,,,no,
अब तलाकशुदा जोड़े ने हनीमून का हवाला देकर वीज़ा पाने के लिये सुषमा स्वराज से लगाई गुहार http:// hindi.fakingnews.firstpost.com/india/sushma-s waraj-helps-couple-faizan-patel-visa-wife-twitter-tweet-honeymoon-1220 … from @hindifakingnews,,,no,
"E-commerce website announces 200% sale, will pay you to buy from their website http://www. fakingnews.firstpost.com/business/e-com merce-website-announces-200-sale-will-pay-buy-website-16918 …",,,no,
Government sets up SIT to probe Rohit Sharma’s test selection http://www. fakingnews.firstpost.com/sports/india-w est-indies-test-match-rohit-sharma-16915 …,,,no,
"Bihar Government now arresting every Bihari returning from UP, says they must have gone to drink http://www. fakingnews.firstpost.com/india/bihar-ni tish-kumar-prohibition-16912 … #Re",,,no,
"Michael Phelps vs Azam Khan's buffaloes, at the next Saifai mahotsav http://www. fakingnews.firstpost.com/politics/micha el-phelps-olympics-gold-saifai-mulayam-16909 … #Re",,,no,
Bengaluru man breaks long jump world record while trying to jump over a pothole http://www. fakingnews.firstpost.com/india/bengalur u-man-breaks-long-jump-world-record-trying-jump-pothole-16906 … #Re,,,yes,
करोड़ों की घूस खाने वाले अफ़सर के किचन में मिला 'देश का नमक' http:// hindi.fakingnews.firstpost.com/society/desh-k a-namak-recovered-from-corrupt-officer-residence-1203 … from @hindifakingnews,,,no,
मेडल का जुगाड़ करने के लिये प्रधानमंत्री मोदी ने अमर सिंह को रियो भेजा http:// hindi.fakingnews.firstpost.com/sports/pm-modi -sent-amar-singh-to-rio-for-setting-of-some-medals-1182 … from @hindifakingnews,,,no,
"Bihar Government now arresting every Bihari returning from UP, says they must have gone to drink http://www. fakingnews.firstpost.com/india/bihar-ni tish-kumar-prohibition-16912 …",,,no,
"ली कूपर' का छाता ना मिलने पर दुकानदार से भिड़ा दिल्ली का युवक, बाद में देखने की धमकी देकर गया http:// hindi.fakingnews.firstpost.com/society/delhi- guy-was-asking-for-samsung-umbrella-at-mall-1155 … from @hindifakingnews",,,no,
अपने शहर में Pokemon ना होने से दुखी युवक ने कराया मुंबई ट्रांसफ़र http:// hindi.fakingnews.firstpost.com/technology/pok emon-go-bangalore-infosys-transfer-mumbai-1183 … from @hindifakingnews,,,no,
Michael Phelps will swim at the next Saifai mahotsav: Mulayam Singh http://www. fakingnews.firstpost.com/politics/micha el-phelps-olympics-gold-saifai-mulayam-16909 …,,,no,
Bengaluru man breaks long jump world record while trying to jump over a pothole http://www. fakingnews.firstpost.com/india/bengalur u-man-breaks-long-jump-world-record-trying-jump-pothole-16906 …,,,no,
4 different versions of beach volleyball image from Rio Olympics 2016 http://www. fakingnews.firstpost.com/pics/images-20 16-rio-olympics-16897 … pic.twitter.com/7sOT3OZZXU,,,no,
"Delhi man’s car scratch-less after 2 years, housing society orders scratches for harmony http://www. fakingnews.firstpost.com/india/delhi-ma ns-car-scratch-less-2-years-housing-society-orders-scratches-harmony-16902 … #Re",,,yes,
Shobha De to go on Vipassana till the end of Olympics to avoid any more stupid comments http://www. fakingnews.firstpost.com/sports/shobha- de-tweet-twitter-olympics-rio-money-abhinav-bindra-jwala-gutta-16888 …,,,no,
Die-hard cricket fan feeling left out as his whole FB timeline cheers for unknown Olympic athletes http://www. fakingnews.firstpost.com/social-media/d ie-hard-cricket-fan-feeling-left-whole-fb-timeline-cheers-unknown-olympic-athletes-16894 …,,,no,
"Delhi man’s car scratch-less after 2 years, housing society orders scratches for harmony http://www. fakingnews.firstpost.com/india/delhi-ma ns-car-scratch-less-2-years-housing-society-orders-scratches-harmony-16902 …",,,no,
4 different versions of beach volleyball image from Rio Olympics 2016 http://www. fakingnews.firstpost.com/pics/images-20 16-rio-olympics-16897 …,,,no,
"बिना नकल किये Assignment लिखता पकड़ा गया छात्र, प्रोफेसर ने दी सज़ा http:// hindi.fakingnews.firstpost.com/india/professo r-caught-student-writing-original-assignment-power-devices-engineering-1156 … from @hindifakingnews",,,no,
Die-hard cricket fan feeling left out as his whole FB timeline cheers for unknown Olympic athletes http://www. fakingnews.firstpost.com/social-media/d ie-hard-cricket-fan-feeling-left-whole-fb-timeline-cheers-unknown-olympic-athletes-16894 … by @pagla_ghoda,,,no,
"ओलंपिक के बजाय टीवी पर WWE की फ़ाइट देख रहे थे सलमान, शेरा भी था साथ में http:// hindi.fakingnews.firstpost.com/sports/salman- was-watching-wwe-on-tv-instead-of-rio-olympic-1148 … from @hindifakingnews",,,no,
BREAKING: Shobha De to go on Vipassana till the end of Olympics to avoid any more stupid comments http://www. fakingnews.firstpost.com/sports/shobha- de-tweet-twitter-olympics-rio-money-abhinav-bindra-jwala-gutta-16888 …,,,no,
सावधानः अब अगर फ़ेसबुक पर किसी का फ़ोटो देखोगे तो उसे पता चल जायेगा कि फ़ोटो किसने देखा है http:// hindi.fakingnews.firstpost.com/social-media/i f-you-are-watching-somebody-on-facebook-she-or-he-will-know-1141 … from @hindifakingnews,,,no,
"Official disappointed that athlete has progressed to Final round, says one less day of sightseeing in Rio http://www. fakingnews.firstpost.com/sports/rio-oly mpics-india-ioa-officials-16883 … #Re",,,no,
"Govt cracks down on Gau Rakshaks, says ‘will train cows in Kung Fu for self defence’ http://www. fakingnews.firstpost.com/india/govt-cra cks-gau-rakshaks-says-will-train-cows-kung-fu-self-defence-16877 …",,,no,
Govt congratulates WhatsApp message forwarders for getting India 2 Gold medals in Rio Olympics http://www. fakingnews.firstpost.com/sports/india-r io-olympics-dipa-karmakar-medals-16874 … #Re,,,no,
Naaptol to sell mobiles with LAN port and CD drive after success of 4 sim mobiles http:// my.fakingnews.firstpost.com/technology/naa ptol-sell-mobiles-lan-port-cd-drive-success-4-sim-mobiles-26133 … from @MyFakingNews,,,no,
पानी पूरी के कारण पेट खराब होने का बहाना कर छुट्टी मना रहा छात्र पानी पूरी खाते पकड़ाया http:// hindi.fakingnews.firstpost.com/india/teacher- caught-student-red-handed-pani-puri-stomach-ache-1131 … from @hindifakingnews,,,no,
"Official disappointed that athlete has progressed to final round, says one less day of sightseeing in Rio http://www. fakingnews.firstpost.com/sports/rio-oly mpics-india-ioa-officials-16883 …",,,yes,
कलर डिफरेंस न बता पाने वाले आदमियों का होगा मोतियाबिंद का ऑपरेशन http:// hindi.fakingnews.firstpost.com/india/man-colo r-difference-operate-eyes-1120 … from @hindifakingnews,,,no,
"BREAKING: Govt cracks down on Gau Rakshaks, says ‘will train cows in Kung Fu for self defence’ http://www. fakingnews.firstpost.com/india/govt-cra cks-gau-rakshaks-says-will-train-cows-kung-fu-self-defence-16877 …",,,no,
"विपश्यना ट्रेनर ने मूवी का रिव्यू देने से रोका, केजरीवाल की तबियत बिगड़ी http:// hindi.fakingnews.firstpost.com/india/arvind-k ejriwal-movie-review-bollywood-vipashyna-dharamshala-1098 … (via @MyFakingNews )",,,no,
Govt congratulates WhatsApp message forwarders for getting India 2 Gold medals in Rio Olympics http://www. fakingnews.firstpost.com/sports/india-r io-olympics-dipa-karmakar-medals-16874 …,,,no,
Bank takes two months to approve a pre approved loan http://www. fakingnews.firstpost.com/india/bank-tak es-two-months-approve-pre-approved-loan-16869 … #Re,,,no,
"On Friendship Day, KFC declares that their 'Friendship bucket' has only chicken which were friends http://www. fakingnews.firstpost.com/india/friendsh ip-day-kfc-assures-customers-friendship-bucket-chicken-friends-16865 … #Re",,,no,
IOA demands reservations of medals in Olympics for developing countries http://www. fakingnews.firstpost.com/sports/ioa-dem ands-reservations-medals-olympics-developing-countries-16862 … #Re,,,no,
People accepting Black and White photo challenge on FB to be given bravery awards on Independence Day http://www. fakingnews.firstpost.com/social-media/f acebook-black-white-photo-challenge-16775 …,,,no,
Bank takes two months to approve a pre approved loan http://www. fakingnews.firstpost.com/india/bank-tak es-two-months-approve-pre-approved-loan-16869 …,,,yes,
"""हम तो सोच रहे थे कि GST बिल से हमारी सेलरी बढ़ेगी"" कई सांसदों ने सुनाया अपना दुखड़ा http:// hindi.fakingnews.firstpost.com/india/gst-bill -mla-salary-hike-arun-jaitely-1080 … from @hindifakingnews",,,no,
"On Friendship Day, KFC declares that their 'Friendship bucket' has only chicken which were friends http://www. fakingnews.firstpost.com/india/friendsh ip-day-kfc-assures-customers-friendship-bucket-chicken-friends-16865 … by @manithan34",,,no,
IOA demands reservations of medals in Olympics for developing countries http://www. fakingnews.firstpost.com/sports/ioa-dem ands-reservations-medals-olympics-developing-countries-16862 …,,,no,
"2 मिनट बोल आधे घंटे तक पकाने वालों पर रोक लगायेगी सरकार, अब 2 मिनट होते ही डिसकनेक्ट होगा फ़ोन http:// hindi.fakingnews.firstpost.com/technology/gov t-will-control-who-talks-endlessly-in-the-name-of-2-minutes-1090 … from @hindifakingnews",,,no,
IT engr realizes that the only account that remains full after 5th of every month is email accnt http://www. fakingnews.firstpost.com/india/engineer -realize-account-remains-full-5th-month-email-account-16846 … #re,,,no,
Man creates history spending 45 minutes inside an ATM http://www. fakingnews.firstpost.com/india/man-crea tes-history-spending-45-minutes-inside-atm-16852 … #re,,,no,
आधी रात के बाद रोज़ अंधेरे में क्या करती हैं सोनाक्षी सिन्हा? http:// hindi.fakingnews.firstpost.com/snippets/what- sonakshi-sinha-does-past-midnight-1059 … (from @hindifakingnews ),,,no,
Man asking pointless questions in office seminar to impress his boss http://www. fakingnews.firstpost.com/india/man-aski ng-pointless-questions-office-seminar-impress-boss-16816 …,,,no,
24' का अगला सीज़न हिट रहा तो अपने शरीर के बालों जितना स्वर्ण दान करूँगा: अनिल कपूर http:// hindi.fakingnews.firstpost.com/entertainment/ anil-kapoor-will-donate-gold-equivalent-to-his-hairs-for-24-1038 … (from @hindifakingnews ),,,no,
"सास ने बहू को Compass से गोल रोटियाँ बनाते पकड़ा, माँगा और दहेज http:// hindi.fakingnews.firstpost.com/india/mother-i n-law-dowry-case-round-chapatis-with-compass-1045 … (from @hindifakingnews )",,,no,
Mosquito detected on Mars by Mangalyaan http://www. fakingnews.firstpost.com/india/mosquito -detected-mars-mangalyaan-16849 …,,,yes,
IT engr realizes that the only account that remains full after 5th of every month is email accnt http://www. fakingnews.firstpost.com/india/engineer -realize-account-remains-full-5th-month-email-account-16846 … (by @Hello_Dasu ),,,no,
Man creates history spending 45 minutes inside an ATM http://www. fakingnews.firstpost.com/india/man-crea tes-history-spending-45-minutes-inside-atm-16852 …,,,yes,
"Friday Faking Release: Bidaai (*ing Anandiben Patel, Amit Shah) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-bidaai-ing-anandiben-patel-amit-shah-16843 … #Re",,,no,
"Chappal lost by Mumbai man in last year’s rain, returns floating to him after today's rain http://www. fakingnews.firstpost.com/snippets/mumba i-rains-local-flooding-16839 …",,,no,
Hafiz Saeed announces retirement from International Terrorism: Rajnath Effect? http://www. fakingnews.firstpost.com/world/hafiz-sa eed-announces-retirement-international-terrorism-rajnath-effect-16836 … #Re,,,no,
Silk Board Bengaluru and Hero Honda Chowk Gurgaon to compete for the best traffic jam in India http://www. fakingnews.firstpost.com/india/silk-boa rd-bengaluru-hero-honda-chowk-gurgaon-compete-best-traffic-jam-india-16830 …,,,no,
Company allows 'Work from Railway Station' after heavy rains in Mumbai http://www. fakingnews.firstpost.com/india/rains-lo cal-trains-mumbai-rains-local-train-stations-16826 …,,,no,
"सास ने बहू को Compass से गोल रोटियाँ बनाते पकड़ा, माँगा और दहेज http:// hindi.fakingnews.firstpost.com/india/mother-i n-law-dowry-case-round-chapatis-with-compass-1045 … from @hindifakingnews",,,no,
"Friday Faking Release: Bidaai (*ing Anandiben Patel, Amit Shah) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-bidaai-ing-anandiben-patel-amit-shah-16843 …",,,no,
"कूल दिखने के लिये कई महीनों तक टूटा गिटार लेकर घूमता रहा युवक, दोस्त ने भांडा फोड़ा http:// hindi.fakingnews.firstpost.com/india/guitar-b oy-ways-to-look-cool-1051 … from @hindifakingnews",,,no,
"Chappal lost by Mumbai man in last year’s rain, returns floating to him after today's rain http://www. fakingnews.firstpost.com/snippets/mumba i-rains-local-flooding-16839 … #mumbairains",,,no,
Hafiz Saeed announces retirement from International Terrorism: Rajnath Effect? http://www. fakingnews.firstpost.com/world/hafiz-sa eed-announces-retirement-international-terrorism-rajnath-effect-16836 …,,,no,
24' का अगला सीज़न हिट रहा तो अपने शरीर के बालों जितना स्वर्ण दान करूँगा: अनिल कपूर http:// hindi.fakingnews.firstpost.com/entertainment/ anil-kapoor-will-donate-gold-equivalent-to-his-hairs-for-24-1038 … from @hindifakingnews,,,no,
EXCLUSIVE: Silk Board Bengaluru and Hero Honda Chowk Gurgaon to compete for the best traffic jam in India http://www. fakingnews.firstpost.com/india/silk-boa rd-bengaluru-hero-honda-chowk-gurgaon-compete-best-traffic-jam-india-16830 …,,,no,
"Convinced of his innocence after regular trends, Twitter finances prison break for Asaram Bapu http://www. fakingnews.firstpost.com/social-media/c onvinced-of-his-innocence-after-regular-trends-twitter-finances-a-prison-break-for-asaram-bapu-6094 … #बापूजी_को_न्याय_मिले",,,no,
EXCLUSIVE: Company allows 'Work from Railway Station' after heavy rains in Mumbai http://www. fakingnews.firstpost.com/india/rains-lo cal-trains-mumbai-rains-local-train-stations-16826 …,,,no,
Story of most people who claim to be experts on GST http://www. fakingnews.firstpost.com/snippets/story -ppl-claim-experts-gst-16819 … #Re,,,no,
Man asking pointless questions in office seminar to impress his boss http://www. fakingnews.firstpost.com/india/man-aski ng-pointless-questions-office-seminar-impress-boss-16816 … #Re,,,no,
"Impressed with their skills in 'jumping to conclusion',Govt. asks Indian media to represent country in long jump http://www. fakingnews.firstpost.com/media/impresse d-skills-jumping-conclusion-govt-asks-indian-media-represent-country-longhigh-jump-event-16808 … #Re",,,no,
Frustrated Indian parents support Imran Khan's demand; ask for Doraemon ban in India too http://www. fakingnews.firstpost.com/india/frustrat ed-indian-parents-support-imran-khans-demand-ask-doraemon-ban-india-16809 … #Re,,,no,
ट्रैफिक में बिना बात हॉर्न बजाने वालों को कुर्सी से बांधकर 2 घंटे News Hour दिखाया जाएगा http:// hindi.fakingnews.firstpost.com/india/times-no w-news-hour-unnecessary-honking-drivers-1024 … from @hindifakingnews,,,no,
Story of most people who claim to be experts on GST http://www. fakingnews.firstpost.com/snippets/story -ppl-claim-experts-gst-16819 …,,,no,
Man asking pointless questions in office seminar to impress his boss http://www. fakingnews.firstpost.com/india/man-aski ng-pointless-questions-office-seminar-impress-boss-16816 …,,,no,
मोटिवेशनल लेक्चर में बॉस ने इतना फेंका कि स्टाफ़ ने जमकर दौड़ाया http:// hindi.fakingnews.firstpost.com/snippets/staff -in-disbelief-that-boss-never-punished-in-school-1004 … from @hindifakingnews,,,no,
"पंद्रह अगस्त को GST की फ़ुल फ़ॉर्म बतायेंगे राहुल, कांग्रेस तैयारियों में जुटी http:// hindi.fakingnews.firstpost.com/politics/rahul -gandhi-will-define-full-form-of-gst-on-15-august-999 … from @hindifakingnews",,,no,
"Impressed with their skills in 'jumping to conclusion', Govt. asks Indian media to represent country in long jump http://www. fakingnews.firstpost.com/media/impresse d-skills-jumping-conclusion-govt-asks-indian-media-represent-country-longhigh-jump-event-16808 …",,,no,
रात भर गूगल कर GST पे ज्ञान दे रहा युवक सुबह तक सब कुछ भूला http:// hindi.fakingnews.firstpost.com/india/boy-forg ets-gst-after-posting-facebook-status-1006 … from @hindifakingnews,,,no,
Frustrated Indian parents support Imran Khan's demand; ask for Doraemon ban in India too http://www. fakingnews.firstpost.com/india/frustrat ed-indian-parents-support-imran-khans-demand-ask-doraemon-ban-india-16809 …,,,no,
"Upset with more attention given to Talgo, Rajdhani goes on strike hunger outside Gujjar leader's house http://www. fakingnews.firstpost.com/india/upset-at tention-given-talgo-rajdhani-goes-strike-hunger-outside-gujjar-chiefs-house-16799 … #Re",,,no,
Arun Jaitley celebrating after GST bill was passed by Rajya Sabha pic.twitter.com/TZmSBGVxPE,,,no,
MP opposing GST for last 10 years still not sure what GST actually means http://www. fakingnews.firstpost.com/politics/gst-r ajya-sabha-arun-jaitley-chidambaram-16800 … #Re,,,no,
Veteran Mumbai local traveler can tell the name of the station just by smelling http://www. fakingnews.firstpost.com/india/veteran- mumbai-local-traveler-can-tell-name-station-just-smelling-16793 … #Re,,,no,
"ट्रेन डिपार्चर टाइम से 5 घंटा पहले निकला युवक, ट्रैफ़िक में फंसकर एक घंटा लेट पहुँचा http:// hindi.fakingnews.firstpost.com/india/mumbai-t raffic-jam-boy-reaches-cst-late-kaali-peeli-taxi-free-wifi-988 … from @hindifakingnews",,,no,
"भगवंत मान के वीडियो में उनकी मेज़ के नीचे रखा पव्वा भी दिखा, अनिश्चितकाल के लिये सस्पेंड http:// hindi.fakingnews.firstpost.com/politics/liquo r-quarter-is-seen-in-bhagwant-mann-parliament-video-993 … from @hindifakingnews",,,no,
"Upset with more attention given to Talgo, Rajdhani goes on strike hunger outside Gujjar leader's house http://www. fakingnews.firstpost.com/india/upset-at tention-given-talgo-rajdhani-goes-strike-hunger-outside-gujjar-chiefs-house-16799 …",,,no,
MP opposing GST for last 10 years still not sure what GST actually means http://www. fakingnews.firstpost.com/politics/gst-r ajya-sabha-arun-jaitley-chidambaram-16800 …,,,no,
"दूल्हे को 'मार्लबोरो ब्लैक' की जगह 'क्लासिक माइल्ड्स' फूंकते देख दुल्हन को चढ़ा गुस्सा, तोड़ी शादी http:// hindi.fakingnews.firstpost.com/society/bride- caught-groom-smoking-classic-mild-cancelled-marriage-981 … by @pagla_ghoda",,,no,
"कटरीना कैफ ने गाने में दिये एक्सप्रेशन, सेंसेक्स में भारी उछाल http:// hindi.fakingnews.firstpost.com/india/katreena -kaif-expressions-share-market-sensex-kaala-chashma-baar-baar-dekho-974 … from @hindifakingnews",,,no,
"न्यूज़ पढ़ते पढ़ते इंडिया टीवी के एंकर की सांस फूली, 2 मिनट में 50 ख़बरें पढ़ते समय हुआ हादसा http:// hindi.fakingnews.firstpost.com/media/india-tv -anchor-hospitalized-while-reading-superfast-news-967 … from @hindifakingnews",,,no,
Veteran Mumbai local traveler can tell the name of the station just by smelling http://www. fakingnews.firstpost.com/india/veteran- mumbai-local-traveler-can-tell-name-station-just-smelling-16793 …,,,no,
"Like Sports Bars, “News Bars” will be started for News Junkies, you can now watch 9 PM debates in bars http://www. fakingnews.firstpost.com/india/like-spo rts-bars-news-bars-will-started-news-junkies-can-now-watch-9-pm-debates-bars-16789 … #Re",,,no,
"Engg student blames canteen food after failing exams, says 'someone mixed performance diminishing drug' in food http://www. fakingnews.firstpost.com/india/engineer ing-student-blames-canteen-food-failing-exams-says-someone-mixed-performance-diminishing-drug-food-16782 … #re",,,no,
Government to show Mohenjo Daro to all state CMs so that they learn drain management from the ancient city http://www. fakingnews.firstpost.com/politics/gover nment-show-mohenjo-daro-state-cms-learn-drain-management-ancient-city-16781 … #Re,,,no,
People accepting Black & White photo challenge on Facebook to be given bravery awards on Independence Day http://www. fakingnews.firstpost.com/social-media/f acebook-black-white-photo-challenge-16775 … #Re,,,no,
"Like Sports Bars, “News Bars” will be started for News Junkies, you can now watch 9 PM debates in bars http://www. fakingnews.firstpost.com/india/like-spo rts-bars-news-bars-will-started-news-junkies-can-now-watch-9-pm-debates-bars-16789 …",,,no,
"Engg student blames canteen food after failing exams, says 'someone mixed performance diminishing drug' in food http://www. fakingnews.firstpost.com/india/engineer ing-student-blames-canteen-food-failing-exams-says-someone-mixed-performance-diminishing-drug-food-16782 …",,,no,
अब मुम्बई यूनिवर्सिटी कराएगी लोकल में सफलता पूर्वक चढ़ने का कोर्स http:// hindi.fakingnews.firstpost.com/india/mumbai-u niversity-course-boarding-local-trains-crowded-954 … from @hindifakingnews,,,no,
"""अब शरीफ़ के मुंह पे 'कड़ी निंदा' करके दिखाऊंगा"" -राजनाथ की धमकी से पाक में हड़कंप http:// hindi.fakingnews.firstpost.com/india/rajnath- will-do-kadi-ninda-in-front-of-nawaz-sharif-943 … from @hindifakingnews",,,no,
Government to show Mohenjo Daro to all state CMs so that they learn drain management from the ancient city http://www. fakingnews.firstpost.com/politics/gover nment-show-mohenjo-daro-state-cms-learn-drain-management-ancient-city-16781 …,,,no,
EXCLUSIVE: People accepting Black & White photo challenge on Facebook to be given bravery awards on Independence Day http://www. fakingnews.firstpost.com/social-media/f acebook-black-white-photo-challenge-16775 …,,,no,
Manohar Parrikar releases Mela in 3D to teach lesson to Aamir Khan http://www. fakingnews.firstpost.com/snippets/manoh ar-parrikar-aamir-khan-snapdeal-16771 … #Re,,,no,
"Employees who mentioned swimming as hobby in Resumes, told to swim to work in Bengaluru & Gurgaon http://www. fakingnews.firstpost.com/india/employee s-mentioned-swimming-hobby-resumes-told-swim-work-flooded-bangalore-gurgaon-16768 … #Re",,,no,
"Inspired by Kejriwal, Arnab tries Vipassana, faints on day 1, taken back to TimesNow studio http://www. fakingnews.firstpost.com/media/inspired -kejriwal-arnab-tries-vipassana-faints-day-1-taken-back-newshour-studio-16763 … #re",,,no,
Helmet made mandatory for passengers at Chennai Airport to avoid injuries from falling glass http://www. fakingnews.firstpost.com/india/chennai- airport-falling-glass-panels-16760 … #Re,,,no,
"हमारी 'रन फ़ॉर रियो' देख दूसरे देशों में खलबली, प्रैक्टिस छोड़ सबने बनाया 'रन' का प्रोग्राम http:// hindi.fakingnews.firstpost.com/sports/chaos-a cross-world-after-seeing-our-run-for-rio-924 … from @hindifakingnews",,,no,
Managers thank Cheteshwar Pujara for putting their employees to sleep early on Sunday night http://www. fakingnews.firstpost.com/sports/chetesh war-pujara-kl-rahul-india-west-indies-jamaica-16756 … #Re,,,no,
"पानी पूरी देख सावन सोमवार का व्रत भूली युवती,अब नहीं मिलेगा कोई भी वर http:// hindi.fakingnews.firstpost.com/india/girl-eat s-pani-puri-during-monday-fast-lord-shiva-927 … from @hindifakingnews",,,no,
Manohar Parrikar releases Mela in 3D to teach lesson to Aamir Khan http://www. fakingnews.firstpost.com/snippets/manoh ar-parrikar-aamir-khan-snapdeal-16771 …,,,no,
"Employees who mentioned swimming as hobby in Resumes, told to swim to work in Bengaluru & Gurgaon http://www. fakingnews.firstpost.com/india/employee s-mentioned-swimming-hobby-resumes-told-swim-work-flooded-bangalore-gurgaon-16768 … by @mahawarsameer",,,no,
"BREAKING: Inspired by Kejriwal, Arnab tries Vipassana, faints on day 1, taken back to TimesNow studio http://www. fakingnews.firstpost.com/media/inspired -kejriwal-arnab-tries-vipassana-faints-day-1-taken-back-newshour-studio-16763 …",,,no,
EXCLUSIVE: Helmet made mandatory for passengers at Chennai Airport to avoid injuries from falling glass http://www. fakingnews.firstpost.com/india/chennai- airport-falling-glass-panels-16760 …,,,no,
Managers thank Cheteshwar Pujara for putting their employees to sleep early on Sunday night http://www. fakingnews.firstpost.com/sports/chetesh war-pujara-kl-rahul-india-west-indies-jamaica-16756 …,,,no,
Donald Trump confident that there are still groups in US that he hasn't offended yet http://www. fakingnews.firstpost.com/world/donald-t rump-hillary-clinton-usa-elections-16753 … #Re,,,no,
"As rain water floods construction sites in Gurgaon, builder brands the project as ""Sea View Apartments"" http://www. fakingnews.firstpost.com/india/rain-wat er-floods-construction-site-gurgaon-builder-brands-project-sea-view-apartments-16748 … #Re",,,no,
BMTC conductor declares undisclosed income of 20 lakhs made by not returning change for last 25 years http://www. fakingnews.firstpost.com/india/bmtc-con ductor-declares-undisclosed-income-20-lakhs-made-not-returning-change-last-25-years-16745 … #Re,,,no,
"प्रधानमंत्री मोदी की 'ओवरडोज' से युवक की हालत बिगड़ी, गंभीर हालत में आईसीयू में भर्ती http:// hindi.fakingnews.firstpost.com/india/youth-ho spitalised-due-to-overdose-of-pm-modi-895 … from @hindifakingnews",,,no,
"बिहार बोर्ड के छात्र की उत्तर पुस्तिका लीक, फेसबुक की शायरी पर लिखा था निबंध http:// hindi.fakingnews.firstpost.com/social-media/b ihar-board-student-wrote-facebook-shaayri-in-answer-sheet-899 … from @hindifakingnews",,,no,
Donald Trump confident that there are still groups in US that he hasn't offended yet http://www. fakingnews.firstpost.com/world/donald-t rump-hillary-clinton-usa-elections-16753 …,,,no,
"As rain water floods construction sites in Gurgaon, builder brands the project as ""Sea View Apartments"" http://www. fakingnews.firstpost.com/india/rain-wat er-floods-construction-site-gurgaon-builder-brands-project-sea-view-apartments-16748 … by @aurbolo",,,no,
BMTC conductor declares undisclosed income of 20 lakhs made by not returning change for last 25 years http://www. fakingnews.firstpost.com/india/bmtc-con ductor-declares-undisclosed-income-20-lakhs-made-not-returning-change-last-25-years-16745 … by @Hello_Dasu,,,no,
Man detained for blindly following traffic rules in Delhi http://www. fakingnews.firstpost.com/society/man-de tained-for-blindly-following-traffic-rules-in-delhi-2603 …,,,no,
"Delhi boy who did Bungee Jumping forgets to post his video on Facebook, brings shame to Delhiites http://www. fakingnews.firstpost.com/india/delhi-bo y-bungee-jumping-forgets-post-video-facebook-brings-shame-delhiites-16728 … #re",,,no,
Panic grips Delhi after a voodoo doll of Kejriwal was found outside Modi's residence http://www. fakingnews.firstpost.com/india/panic-gr ips-delhi-voodoo-doll-kejriwal-found-outside-modis-residence-16724 … #re,,,no,
First year MBA student beaten up for not following any football club http://www. fakingnews.firstpost.com/sports/first-y ear-mba-student-beaten-not-following-football-club-16721 … #re,,,no,
